sector,industry,symbol,ticker,bb_name
Energy,Oil & Gas Refining & Marketing,SUSCO.BK,SUSCO.BK,SUSCO_TB
Technology,Electronics & Computer Distribution,SYNEX.BK,SYNEX.BK,SYNEX_TB
Technology,Communication Equipment,THCOM.BK,THCOM.BK,THCOM_TB
Financial Services,Insurance—Reinsurance,THRE.BK,THRE.BK,THRE_TB
Financial Services,Insurance—Property & Casualty,TIP.BK,TIP.BK,TIP_TB
Consumer Defensive,Beverages—Non-Alcoholic,TIPCO.BK,TIPCO.BK,TIPCO_TB
Industrials,Specialty Business Services,TKS.BK,TKS.BK,TKS_TB
Industrials,Engineering & Construction,TRITN.BK,TRITN.BK,TRITN_TB
Utilities,Utilities—Renewable,TSE.BK,TSE.BK,TSE_TB
Industrials,Conglomerates,TTA.BK,TTA.BK,TTA_TB
Consumer Defensive,Packaged Foods,TWPC.BK,TWPC.BK,TWPC_TB
Real Estate,Real Estate—Development,U.BK,U.BK,U_TB
Basic Materials,Chemicals,UAC.BK,UAC.BK,UAC_TB
Industrials,Engineering & Construction,UNIQ.BK,UNIQ.BK,UNIQ_TB
Basic Materials,Paper & Paper Products,UTP.BK,UTP.BK,UTP_TB
Real Estate,Real Estate—Development,UV.BK,UV.BK,UV_TB
Healthcare,Medical Care Facilities,VIH.BK,VIH.BK,VIH_TB
Industrials,Integrated Freight & Logistics,WICE.BK,WICE.BK,WICE_TB
Communication Services,Broadcasting,WORK.BK,WORK.BK,WORK_TB
Consumer Cyclical,Restaurants,ZEN.BK,ZEN.BK,ZEN_TB
